uniprot	ec_number	refseq	kegg	patric
Q184D6_CLOD6	none	WP_011861755.1;YP_001089463.1	cdf:CD630_29471;pdc:CDIF630_03229	272563.8.peg.3090
Q184D7_CLOD6	none	WP_011861754.1;YP_001089462.2	cdf:CD630_29470	272563.8.peg.3089
Q184C2_CLOD6	none	WP_011861742.1;YP_001089450.1	cdf:CD630_29350;pdc:CDIF630_03212	272563.8.peg.3074
Q184A6_CLOD6	none	WP_011861026.1;YP_001087421.1;YP_001089437.2	cdf:CD630_09440;cdf:CD630_29220	272563.8.peg.3057
Q184A9_CLOD6	none	WP_003429839.1;YP_001087424.1;YP_001089434.2	cdf:CD630_09461;cdf:CD630_29190	272563.8.peg.3054
Q184A1_CLOD6	none	WP_011861733.1;YP_001089427.1	cdf:CD630_29110	272563.8.peg.3047
Q17ZS7_CLOD6	none	WP_011572945.1;YP_659580.1	cdf:CD630_p040	272563.8.peg.3
Q183S0_CLOD6	none	WP_011861708.1;YP_001089350.1	cdf:CD630_28370	272563.8.peg.2965
Q183S2_CLOD6	none	WP_009891132.1;YP_001089348.1	cdf:CD630_28350	272563.8.peg.2963
Q183Q2_CLOD6	none	WP_011861700.1;YP_001089328.1	cdf:CD630_28150	272563.8.peg.2942
Q183P6_CLOD6	none	WP_011861697.1;YP_001089325.1	cdf:CD630_28120	272563.8.peg.2939
Q183N7_CLOD6	none	WP_011861693.1;YP_001089313.1	cdf:CD630_28000	272563.8.peg.2928
Q183N0_CLOD6	none	WP_011861688.1;YP_001089308.1	cdf:CD630_27950	272563.8.peg.2922
Q183M3_CLOD6	none	WP_011861678.1;YP_001089298.1	cdf:CD630_27850	272563.8.peg.2912
Q183L4_CLOD6	none	WP_004454110.1;YP_001089288.1	cdf:CD630_27750	272563.8.peg.2902
Q183K6_CLOD6	none	WP_011861674.1;YP_001089281.1	cdf:CD630_27680	272563.8.peg.2895
Q18D06_CLOD6	none	WP_011860710.1;YP_001086736.1	cdf:CD630_02670	272563.8.peg.286
Q183F0_CLOD6	none	WP_011861658.1;YP_001089229.1	cdf:CD630_27170	272563.8.peg.2843
Q183E5_CLOD6	none	WP_011861654.1;YP_001089223.2	cdf:CD630_27120	272563.8.peg.2837
Q183E1_CLOD6	none	WP_011861652.1;YP_001089217.1	cdf:CD630_27060	272563.8.peg.2831
Q183C0_CLOD6	none	WP_004455001.1;YP_001089197.2	cdf:CD630_26860	272563.8.peg.2810
Q183C1_CLOD6	none	WP_011861643.1;YP_001089196.1	cdf:CD630_26850	272563.8.peg.2809
Q183B7_CLOD6	none	WP_011861642.1;YP_001089195.1	cdf:CD630_26840	272563.8.peg.2808
Q183A3_CLOD6	none	WP_011861633.1;YP_001089179.1	cdf:CD630_26680	272563.8.peg.2792
Q182Y4_CLOD6	none	WP_011861624.1;YP_001089161.1	cdf:CD630_26500	272563.8.peg.2774
Q182X4_CLOD6	none	WP_011861621.1;YP_001089150.1	cdf:CD630_26390	272563.8.peg.2763
Q182W7_CLOD6	none	WP_011861620.1;YP_001089144.1	cdf:CD630_26330	272563.8.peg.2757
Q182V8_CLOD6	none	WP_003426933.1;YP_001089134.1	cdf:CD630_26230	272563.8.peg.2746
Q182U7_CLOD6	none	WP_003426910.1;YP_001089123.1	cdf:CD630_26120	272563.8.peg.2735
Q18CZ7_CLOD6	none	WP_011860701.1;YP_001086720.2	cdf:CD630_02520	272563.8.peg.270
Q18CY9_CLOD6	none	WP_011860699.1;YP_001086718.1	cdf:CD630_02500	272563.8.peg.268
Q182P1_CLOD6	none	WP_011861600.1;YP_001089068.1	cdf:CD630_25531	272563.8.peg.2676
Q182N1_CLOD6	none	WP_011861593.1;YP_001089058.1	cdf:CD630_25440	272563.8.peg.2667
Q182M2_CLOD6	none	WP_011861588.1;YP_001089049.2	cdf:CD630_25350	272563.8.peg.2658
Q182L4_CLOD6	none	WP_011861583.1;YP_001089042.1	cdf:CD630_25280	272563.8.peg.2651
Q182J4_CLOD6	none	WP_009897697.1;YP_001089021.2	cdf:CD630_25080	272563.8.peg.2630
Q18CY0_CLOD6	none	WP_011860695.1;YP_001086712.1	cdf:CD630_02440	272563.8.peg.262
Q182H7_CLOD6	none	WP_011861571.1;YP_001089004.1	cdf:CD630_24900	272563.8.peg.2612
Q182G0_CLOD6	none	WP_011861567.1;YP_001088988.1	cdf:CD630_24740	272563.8.peg.2596
Q182F3_CLOD6	none	WP_011861564.1;YP_001088980.1	cdf:CD630_24660	272563.8.peg.2588
Q182D0_CLOD6	none	WP_003416626.1;YP_001088956.1	cdf:CD630_24430	272563.8.peg.2563
Q182C7_CLOD6	none	WP_011861553.1;YP_001088954.1	cdf:CD630_24411	272563.8.peg.2561
Q182C2_CLOD6	none	WP_003430887.1;YP_001088949.1	cdf:CD630_24360	272563.8.peg.2556
Q181Z5_CLOD6	none	WP_004454705.1;YP_001088921.1	cdf:CD630_24090	272563.8.peg.2527
Q181Y3_CLOD6	none	WP_003416732.1;YP_001088911.1	cdf:CD630_23990;pdc:CDIF630_02641	272563.8.peg.2517
Q181X5_CLOD6	none	WP_011861542.1;YP_001088903.1	cdf:CD630_23910	272563.8.peg.2509
Q181X3_CLOD6	none	WP_011861541.1;YP_001088901.1	cdf:CD630_23890	272563.8.peg.2507
Q181X0_CLOD6	none	WP_011861540.1;YP_001088896.1	cdf:CD630_23840	272563.8.peg.2501
Q181W2_CLOD6	none	WP_011861539.1;YP_001088890.1	cdf:CD630_23780	272563.8.peg.2495
Q185P3_CLOD6	none	WP_009890565.1;YP_001088885.1	cdf:CD630_23730	272563.8.peg.2490
Q185N9_CLOD6	none	WP_003430783.1;YP_001088880.1	cdf:CD630_23680	272563.8.peg.2485
Q185M9_CLOD6	none	WP_009897539.1;YP_001088870.1	cdf:CD630_23570	272563.8.peg.2472
Q185L8_CLOD6	none	WP_011861533.1;YP_001088859.1	cdf:CD630_23440	272563.8.peg.2461
Q185K2_CLOD6	none	WP_011861527.1;YP_001088843.1	cdf:CD630_23280	272563.8.peg.2445
Q185F9_CLOD6	none	WP_011861512.1;YP_001088800.1	cdf:CD630_22880	272563.8.peg.2403
Q185E4_CLOD6	none	WP_009890462.1;YP_001088784.1	cdf:CD630_22720	272563.8.peg.2386
Q185D7_CLOD6	none	WP_011861505.1;YP_001088779.1	cdf:CD630_22650	272563.8.peg.2380
Q186B8_CLOD6	none	WP_011861500.1;YP_001088743.1	cdf:CD630_22290	272563.8.peg.2344
Q186B9_CLOD6	none	WP_011861499.1;YP_001088742.1	cdf:CD630_22280	272563.8.peg.2343
Q186B3_CLOD6	none	WP_011861498.1;YP_001088741.1	cdf:CD630_22270	272563.8.peg.2342
Q185Z9_CLOD6	none	WP_011861493.1;YP_001088723.1	cdf:CD630_22090	272563.8.peg.2324
Q185Z0_CLOD6	none	WP_003423398.1;YP_001088717.1	cdf:CD630_22030	272563.8.peg.2318
Q185Y3_CLOD6	none	WP_011861489.1;YP_001088707.1	cdf:CD630_21940	272563.8.peg.2308
Q185X3_CLOD6	none	WP_011861485.1;YP_001088698.1	cdf:CD630_21850	272563.8.peg.2300
Q185W7_CLOD6	none	WP_011861482.1;YP_001088693.1	cdf:CD630_21800	272563.8.peg.2295
Q185V7_CLOD6	none	WP_011861479.1;YP_001088683.2	cdf:CD630_21700	272563.8.peg.2284
Q185V6_CLOD6	none	WP_011861478.1;YP_001088680.1	cdf:CD630_21670	272563.8.peg.2281
Q185T8_CLOD6	none	WP_003430586.1;YP_001088664.2	cdf:CD630_21510	272563.8.peg.2264
Q185Q7_CLOD6	none	WP_011861458.1;YP_001088634.1	cdf:CD630_21200	272563.8.peg.2231
Q185Q3_CLOD6	none	WP_011861456.1;YP_001088626.1	cdf:CD630_21120	272563.8.peg.2220
Q188E4_CLOD6	none	WP_011861446.1;YP_001088590.1	cdf:CD630_20760	272563.8.peg.2183
Q188E0_CLOD6	none	WP_011861442.1;YP_001088584.1	cdf:CD630_20700	272563.8.peg.2177
Q188D1_CLOD6	none	WP_003435125.1;YP_001088578.1	cdf:CD630_20640	272563.8.peg.2171
Q18CT7_CLOD6	none	WP_011860665.1;YP_001086667.1	cdf:CD630_01990	272563.8.peg.217
Q188C5_CLOD6	none	WP_003428987.1;YP_001088571.1	cdf:CD630_20570	272563.8.peg.2164
Q188C3_CLOD6	none	WP_003435139.1;YP_001088569.1	cdf:CD630_20550	272563.8.peg.2162
Q188B4_CLOD6	none	WP_003428956.1;YP_001088560.1	cdf:CD630_20460	272563.8.peg.2152
Q187W5_CLOD6	none	WP_011861422.1;YP_001088509.1	cdf:CD630_20010	272563.8.peg.2106
Q187S8_CLOD6	none	WP_003428769.1;YP_001088475.1	cdf:CD630_19690	272563.8.peg.2065
Q187R7_CLOD6	none	WP_003435305.1;YP_001088464.1	cdf:CD630_19580	272563.8.peg.2054
Q187Q2_CLOD6	none	WP_011861396.1;YP_001088447.1	cdf:CD630_19410	272563.8.peg.2037
Q187P9_CLOD6	none	WP_011861395.1;YP_001088446.1	cdf:CD630_19400	272563.8.peg.2036
Q187L7_CLOD6	none	WP_011861385.1;YP_001088413.1	cdf:CD630_19060	272563.8.peg.2002
Q18C96_CLOD6	none	WP_011860621.1;YP_001086475.1	cdf:CD630_00120	272563.8.peg.20
Q17ZS8_CLOD6	none	WP_011572944.1;YP_659579.1	cdf:CD630_p030	272563.8.peg.2
Q187L2_CLOD6	none	WP_009902829.1;YP_001088410.1	cdf:CD630_19030	272563.8.peg.1998
Q187J5_CLOD6	none	WP_011861375.1;YP_001088390.1	cdf:CD630_18820	272563.8.peg.1977
Q187G9_CLOD6	none	WP_011861364.1;YP_001088365.1	cdf:CD630_18580	272563.8.peg.1950
Q187G3_CLOD6	none	WP_011861360.1;YP_001088361.1	cdf:CD630_18550	272563.8.peg.1946
Q187F7_CLOD6	none	WP_011861355.1;YP_001088355.1	cdf:CD630_18490	272563.8.peg.1940
Q18CR7_CLOD6	none	WP_011860659.1;YP_001086645.1	cdf:CD630_01750	272563.8.peg.194
Q187F3_CLOD6	none	WP_011861350.1;YP_001088349.1	cdf:CD630_18430;pdc:CDIF630_02045	272563.8.peg.1934
Q187F0_CLOD6	none	WP_011861348.1;YP_001088346.1	cdf:CD630_18400	272563.8.peg.1931
Q187D0_CLOD6	none	WP_011861342.1;YP_001088326.1	cdf:CD630_18210	272563.8.peg.1911
Q187B9_CLOD6	none	WP_009902781.1;YP_001088318.1	cdf:CD630_18130	272563.8.peg.1903
Q18CR4_CLOD6	none	WP_011860658.1;YP_001086641.1	cdf:CD630_01720	272563.8.peg.190
Q187B2_CLOD6	none	WP_011861337.1;YP_001088307.1	cdf:CD630_18010	272563.8.peg.1890
Q187A6_CLOD6	none	WP_003430297.1;YP_001088300.1	cdf:CD630_17940;pdc:CDIF630_01993	272563.8.peg.1883
Q186Z9_CLOD6	none	WP_011861336.1;YP_001088296.1	cdf:CD630_17900	272563.8.peg.1879
Q186Z2_CLOD6	none	WP_003430276.1;YP_001088288.1	cdf:CD630_17820	272563.8.peg.1870
Q18CQ6_CLOD6	none	WP_011860657.1;YP_001086637.1	cdf:CD630_01680	272563.8.peg.186
Q186X8_CLOD6	none	WP_011861331.1;YP_001088274.2	cdf:CD630_17680	272563.8.peg.1856
Q18CQ3_CLOD6	none	WP_009888010.1;YP_001086632.1	cdf:CD630_01632;pdc:CDIF630_00284	272563.8.peg.181
Q186T3_CLOD6	none	WP_003430200.1;YP_001088230.1	cdf:CD630_17270	272563.8.peg.1807
X1W3M5_CLOD6	none	WP_033562367.1;YP_009109553.1	cdf:CD630_17180	272563.8.peg.1800
Q186S7_CLOD6	none	WP_011861313.1;YP_001088223.1	cdf:CD630_17190	272563.8.peg.1799
Q186P2_CLOD6	none	WP_011861307.1;YP_001088190.1	cdf:CD630_16870	272563.8.peg.1765
Q186L7_CLOD6	none	WP_011861290.1;YP_001088163.1	cdf:CD630_16610	272563.8.peg.1738
Q186J9_CLOD6	none	WP_011861282.1;YP_001088145.1	cdf:CD630_16440	272563.8.peg.1721
Q186J7_CLOD6	none	WP_011861279.1;YP_001088141.1	cdf:CD630_16400	272563.8.peg.1717
Q18C94_CLOD6	none	WP_011860620.1;YP_001086472.1	cdf:CD630_00090	272563.8.peg.17
Q186G3_CLOD6	none	WP_011861270.1;YP_001088111.1	cdf:CD630_16100	272563.8.peg.1687
Q186F6_CLOD6	none	WP_003436484.1;YP_001088104.1	cdf:CD630_16030	272563.8.peg.1680
Q186F3_CLOD6	none	WP_011861268.1;YP_001088098.1	cdf:CD630_15970	272563.8.peg.1674
Q186E7_CLOD6	none	WP_011861267.1;YP_001088092.1	cdf:CD630_15910	272563.8.peg.1667
Q186C5_CLOD6	none	WP_011861256.1;YP_001088072.1	cdf:CD630_15720	272563.8.peg.1646
Q18CN8_CLOD6	none	WP_011860648.1;YP_001086616.1	cdf:CD630_01470	272563.8.peg.164
Q18CN5_CLOD6	none	WP_011860646.1;YP_001086613.1	cdf:CD630_01440	272563.8.peg.161
Q18C28_CLOD6	none	WP_009889347.1;YP_001088008.1	cdf:CD630_15071	272563.8.peg.1580
Q18C19_CLOD6	none	WP_011861238.1;YP_001088001.1	cdf:CD630_15000	272563.8.peg.1572
Q18C16_CLOD6	none	WP_011861237.1;YP_001087999.1	cdf:CD630_14980	272563.8.peg.1570
Q18C01_CLOD6	none	WP_003434129.1;YP_001087981.1	cdf:CD630_14800	272563.8.peg.1552
Q18BZ6_CLOD6	none	WP_011861231.1;YP_001087976.2	cdf:CD630_14750	272563.8.peg.1547
Q18BY8_CLOD6	none	WP_003438661.1;YP_001087969.1	cdf:CD630_14680	272563.8.peg.1540
Q18BY5_CLOD6	none	WP_011861225.1;YP_001087966.1	cdf:CD630_14650	272563.8.peg.1537
Q18BX8_CLOD6	none	WP_011861221.1;YP_001087959.1	cdf:CD630_14580	272563.8.peg.1530
Q18BX5_CLOD6	none	WP_011861220.1;YP_001087956.1	cdf:CD630_14550	272563.8.peg.1527
Q18BV6_CLOD6	none	WP_011861214.1;YP_001087939.1	cdf:CD630_14380	272563.8.peg.1510
Q18BV4_CLOD6	none	WP_011861212.1;YP_001087935.1	cdf:CD630_14340	272563.8.peg.1506
Q18CM3_CLOD6	none	WP_011860642.1;YP_001086603.1	cdf:CD630_01340	272563.8.peg.150
Q18BT6_CLOD6	none	WP_003429358.1;YP_001087917.1	cdf:CD630_14170	272563.8.peg.1489
Q18BT3_CLOD6	none	WP_011861205.1;YP_001087914.1	cdf:CD630_14140	272563.8.peg.1486
Q18BS6_CLOD6	none	WP_011861203.1;YP_001087906.1	cdf:CD630_14060	272563.8.peg.1478
Q18BR3_CLOD6	none	WP_003438483.1;YP_001087894.1	cdf:CD630_13950	272563.8.peg.1466
Q18BR1_CLOD6	none	WP_011861194.1;YP_001087890.1	cdf:CD630_13910	272563.8.peg.1462
Q18CL8_CLOD6	none	WP_003421842.1;YP_001086598.1	cdf:CD630_01290	272563.8.peg.145
Q18BP6_CLOD6	none	WP_003428145.1;YP_001087878.1	cdf:CD630_13782	272563.8.peg.1449
Q18BH8_CLOD6	none	WP_011861173.1;YP_001087808.1	cdf:CD630_13120	272563.8.peg.1379
Q18BH1_CLOD6	none	WP_003419469.1;YP_001087803.1	cdf:CD630_13071	272563.8.peg.1374
Q18BG1_CLOD6	none	WP_003428254.1;YP_001087792.1	cdf:CD630_12980	272563.8.peg.1363
Q18BF5_CLOD6	none	WP_003428269.1;YP_001087784.1	cdf:CD630_12900;pdc:CDIF630_01444	272563.8.peg.1355
Q18BD7_CLOD6	none	WP_011861164.1;YP_001087767.1	cdf:CD630_12730	272563.8.peg.1338
Q18BC0_CLOD6	none	WP_011861161.1;YP_001087752.1	cdf:CD630_12580	272563.8.peg.1323
Q18BA6_CLOD6	none	WP_011861155.1;YP_001087735.1	cdf:CD630_12420	272563.8.peg.1306
Q18B74_CLOD6	none	WP_003424711.1;YP_001087707.1	cdf:CD630_12140	272563.8.peg.1273
NUSB_CLOD6	none	WP_011861139.1;YP_001087694.1	cdf:CD630_12010	272563.8.peg.1260
Q18B59_CLOD6	none	WP_011861138.1;YP_001087689.1	cdf:CD630_11960	272563.8.peg.1255
Q18B49_CLOD6	none	WP_011861136.1;YP_001087682.1	cdf:CD630_11890	272563.8.peg.1248
Q18B51_CLOD6	none	WP_003438109.1;YP_001087680.1	cdf:CD630_11870	272563.8.peg.1246
Q18B33_CLOD6	none	WP_011861132.1;YP_001087663.1	cdf:CD630_11710	272563.8.peg.1229
Q18B30_CLOD6	none	WP_011861131.1;YP_001087659.1	cdf:CD630_11670	272563.8.peg.1225
Q18B04_CLOD6	none	WP_011861126.1;YP_001087638.1	cdf:CD630_11460	272563.8.peg.1204
Q18AZ7_CLOD6	none	WP_011861123.1;YP_001087626.1	cdf:CD630_11350	272563.8.peg.1192
Q18AY5_CLOD6	none	WP_003428522.1;YP_001087614.1	cdf:CD630_11241;pdc:CDIF630_01269	272563.8.peg.1180
Q18AX2_CLOD6	none	WP_011861119.1;YP_001087607.1	cdf:CD630_11180	272563.8.peg.1173
Q18AW8_CLOD6	none	WP_002610321.1;YP_001087602.1	cdf:CD630_11130	272563.8.peg.1170
Q18AW9_CLOD6	none	WP_002610323.1;YP_001087601.1	cdf:CD630_11120	272563.8.peg.1169
Q18AV9_CLOD6	none	WP_011861110.1;YP_001087595.1	cdf:CD630_11070	272563.8.peg.1161
Q18AV2_CLOD6	none	WP_011861098.1;YP_001087583.1	cdf:CD630_10991	272563.8.peg.1152
Q18AT9_CLOD6	none	WP_003438018.1;YP_001087572.1	cdf:CD630_10880	272563.8.peg.1142
Q18AS7_CLOD6	none	WP_003438000.1;YP_001087561.1	cdf:CD630_10770	272563.8.peg.1131
Q18AS4_CLOD6	none	WP_011861086.1;YP_001087557.1	cdf:CD630_10730	272563.8.peg.1127
Q18AR9_CLOD6	none	WP_003437991.1;YP_001087554.1	cdf:CD630_10700	272563.8.peg.1124
Q18AS1_CLOD6	none	WP_003437987.1;YP_001087552.1	cdf:CD630_10680	272563.8.peg.1122
Q18AR7_CLOD6	none	WP_003428554.1;YP_001087549.1	cdf:CD630_10650	272563.8.peg.1119
Q18AR5_CLOD6	none	WP_011861084.1;YP_001087542.1	cdf:CD630_10610	272563.8.peg.1113
Q18AN4_CLOD6	none	WP_009895992.1;YP_001087513.1	cdf:CD630_10320	272563.8.peg.1084
Q18AM1_CLOD6	none	WP_011861070.1;YP_001087501.1	cdf:CD630_10200	272563.8.peg.1072
Q18AL3_CLOD6	none	WP_011861066.1;YP_001087495.1	cdf:CD630_10140	272563.8.peg.1065
Q18AJ5_CLOD6	none	WP_003437086.1;YP_001087474.1	cdf:CD630_09930	272563.8.peg.1044
Q18AI3_CLOD6	none	WP_011861056.1;YP_001087462.1	cdf:CD630_09810	272563.8.peg.1032
Q18AH7_CLOD6	none	WP_011861053.1;YP_001087458.1	cdf:CD630_09770	272563.8.peg.1027
Q183Y9_CLOD6	none	WP_011861043.1;YP_001087448.1;YP_001089411.1	cdf:CD630_09670;cdf:CD630_28970	272563.8.peg.1018
Q18AF3_CLOD6	none	WP_011861033.1;YP_001087436.1	cdf:CD630_09561	272563.8.peg.1005
Q184A2_CLOD6	none	WP_011861031.1;YP_001087432.1;YP_001089426.2	cdf:CD630_09531;cdf:CD630_29101	272563.8.peg.1001
Q17ZS9_CLOD6	none	WP_011572943.1;YP_659578.1	cdf:CD630_p020	272563.8.peg.1
Q18CH6_CLOD6	none	WP_003427725.1;YP_001086557.1	cdf:CD630_00900;pdc:CDIF630_00159	272563.120.peg.99
RL15_CLOD6	none	WP_003421135.1;YP_001086556.1	cdf:CD630_00890;pdc:CDIF630_00158	272563.120.peg.98
RL30_CLOD6	none	WP_003421137.1;YP_001086555.1	cdf:CD630_00881;pdc:CDIF630_00157	272563.120.peg.97
Q18AD8_CLOD6	none	WP_011861021.1;YP_001087413.1	cdf:CD630_09370;pdc:CDIF630_01063	272563.120.peg.967
Q18AD1_CLOD6	none	WP_011861020.1;YP_001087412.1	cdf:CD630_09360;pdc:CDIF630_01062	272563.120.peg.966
Q18AC6_CLOD6	none	WP_011861019.1;YP_001087411.1	cdf:CD630_09350;pdc:CDIF630_01061	272563.120.peg.965
Q18AC9_CLOD6	none	WP_011861016.1;YP_001087408.1	cdf:CD630_09330;pdc:CDIF630_01059	272563.120.peg.962
Q18AD0_CLOD6	none	WP_011861015.1;YP_001087407.1	cdf:CD630_09320;pdc:CDIF630_01058	272563.120.peg.961
Q18AC5_CLOD6	none	WP_011861014.1;YP_001087406.1	cdf:CD630_09310;pdc:CDIF630_01057	272563.120.peg.960
RS5_CLOD6	none	WP_003421138.1;YP_001086554.1	cdf:CD630_00880;pdc:CDIF630_00156	272563.120.peg.96
Q18AC2_CLOD6	none	WP_011861012.1;YP_001087404.1	cdf:CD630_09300;pdc:CDIF630_01055	272563.120.peg.958
Q18AC3_CLOD6	none	WP_011861011.1;YP_001087403.1	cdf:CD630_09290;pdc:CDIF630_01054	272563.120.peg.957
Q18AC4_CLOD6	none	WP_011861010.1;YP_001087402.1	cdf:CD630_09280;pdc:CDIF630_01053	272563.120.peg.956
Q18AC0_CLOD6	none	WP_011861009.1;YP_001087401.1	cdf:CD630_09270;pdc:CDIF630_01052	272563.120.peg.955
Q18AB2_CLOD6	none	WP_011861008.1;YP_001087400.1	cdf:CD630_09260;pdc:CDIF630_01051	272563.120.peg.954
Q18AB3_CLOD6	none	WP_011861007.1;YP_001087399.1	cdf:CD630_09250;pdc:CDIF630_01050	272563.120.peg.953
F3Y628_CLOD6	none	WP_011861006.1;YP_006589360.1	cdf:CD630_09241;pdc:CDIF630_01049	272563.120.peg.952
Q18AB4_CLOD6	none	WP_011861005.1;YP_001087398.1	cdf:CD630_09240;pdc:CDIF630_01048	272563.120.peg.951
F3Y627_CLOD6	none	WP_011861004.1;YP_006589359.1	cdf:CD630_09231;pdc:CDIF630_01047	272563.120.peg.950
RL18_CLOD6	none	WP_003421141.1;YP_001086553.1	cdf:CD630_00870;pdc:CDIF630_00155	272563.120.peg.95
Q18AB6_CLOD6	none	WP_011861002.1;YP_001087396.1	cdf:CD630_09220;pdc:CDIF630_01045	272563.120.peg.949
Q18AB7_CLOD6	none	WP_011861001.1;YP_001087395.1	cdf:CD630_09210;pdc:CDIF630_01044	272563.120.peg.948
Q18AB8_CLOD6	none	WP_011861000.1;YP_001087394.1	cdf:CD630_09200;pdc:CDIF630_01043	272563.120.peg.947
Q18AA6_CLOD6	none	WP_011860998.1;YP_001087392.1	cdf:CD630_09180;pdc:CDIF630_01041	272563.120.peg.945
Q18AA7_CLOD6	none	WP_011860997.1;YP_001087391.1	cdf:CD630_09170;pdc:CDIF630_01040	272563.120.peg.944
Q18AA8_CLOD6	none	WP_011860996.1;YP_001087390.1	cdf:CD630_09160;pdc:CDIF630_01039	272563.120.peg.943
Q18AA9_CLOD6	none	WP_011860995.1;YP_001087389.1	cdf:CD630_09150;pdc:CDIF630_01038	272563.120.peg.942
Q18AB1_CLOD6	none	WP_011860993.1;YP_001087387.1	cdf:CD630_09130;pdc:CDIF630_01036	272563.120.peg.940
RL6_CLOD6	none	WP_003435668.1;YP_001086552.1	cdf:CD630_00860;pdc:CDIF630_00154	272563.120.peg.94
Q18AA1_CLOD6	none	WP_011860992.1;YP_001087386.1	cdf:CD630_09120;pdc:CDIF630_01035	272563.120.peg.939
Q18AA2_CLOD6	none	WP_011860991.1;YP_001087385.1	cdf:CD630_09110;pdc:CDIF630_01034	272563.120.peg.938
Q18AA4_CLOD6	none	WP_011860989.1;YP_001087383.1	cdf:CD630_09090;pdc:CDIF630_01032	272563.120.peg.936
Q18AA5_CLOD6	none	WP_011860988.1;YP_001087382.1	cdf:CD630_09080;pdc:CDIF630_01031	272563.120.peg.935
Q18AA0_CLOD6	none	WP_011860987.1;YP_001087381.1	cdf:CD630_09071;pdc:CDIF630_01030	272563.120.peg.934
Q18A97_CLOD6	none	WP_011860986.1;YP_001087380.1	cdf:CD630_09070;pdc:CDIF630_01029	272563.120.peg.933
Q18A98_CLOD6	none	WP_011860985.1;YP_001087379.1	cdf:CD630_09060;pdc:CDIF630_01027	272563.120.peg.931
Q18A99_CLOD6	none	WP_011860984.1;YP_001087378.1	cdf:CD630_09050;pdc:CDIF630_01026	272563.120.peg.930
RS8_CLOD6	none	WP_003421148.1;YP_001086551.1	cdf:CD630_00850;pdc:CDIF630_00153	272563.120.peg.93
Q18A96_CLOD6	none	WP_011860983.1;YP_001087377.1	cdf:CD630_09040;pdc:CDIF630_01024	272563.120.peg.928
Q18A94_CLOD6	none	WP_003437125.1;YP_001087376.1	cdf:CD630_09020;pdc:CDIF630_01022	272563.120.peg.926
Y898_CLOD6	none	WP_003437136.1;YP_001087372.1	cdf:CD630_08980;pdc:CDIF630_01018	272563.120.peg.922
Q18A93_CLOD6	none	WP_003437137.1;YP_001087371.1	cdf:CD630_08970;pdc:CDIF630_01017	272563.120.peg.921
Q18A88_CLOD6	none	WP_003418667.1;YP_001087370.1	cdf:CD630_08960;pdc:CDIF630_01016	272563.120.peg.920
RS14Z_CLOD6	none	WP_003421149.1;YP_001086550.1	cdf:CD630_00841;pdc:CDIF630_00152	272563.120.peg.92
Q18A89_CLOD6	none	WP_011860980.1;YP_001087369.1	cdf:CD630_08950;pdc:CDIF630_01015	272563.120.peg.919
Q18A83_CLOD6	none	WP_003418660.1;YP_001087366.1	cdf:CD630_08920;pdc:CDIF630_01012	272563.120.peg.916
Q18A76_CLOD6	none	WP_011860978.1;YP_001087361.1	cdf:CD630_08870;pdc:CDIF630_01007	272563.120.peg.911
Q18CH2_CLOD6	none	WP_003435673.1;YP_001086549.1	cdf:CD630_00840;pdc:CDIF630_00151	272563.120.peg.91
Q18A80_CLOD6	none	WP_003418641.1;YP_001087357.1	cdf:CD630_08830;pdc:CDIF630_01003	272563.120.peg.907
Q18A72_CLOD6	none	WP_003437173.1;YP_001087355.1	cdf:CD630_08810;pdc:CDIF630_01001	272563.120.peg.905
Q18A73_CLOD6	none	WP_003437174.1;YP_001087354.1	cdf:CD630_08800;pdc:CDIF630_01000	272563.120.peg.904
Q18A71_CLOD6	none	WP_003439336.1;YP_001087350.1	cdf:CD630_08760;pdc:CDIF630_00996	272563.120.peg.900
Q18A67_CLOD6	none	WP_009902204.1;YP_001087349.1;YP_001087352.1	cdf:CD630_08750;cdf:CD630_08780;pdc:CDIF630_00995;pdc:CDIF630_00998	272563.120.peg.899
Q18A65_CLOD6	none	WP_011860976.1;YP_001087347.1	cdf:CD630_08730;pdc:CDIF630_00993	272563.120.peg.897
Q18A64_CLOD6	none	WP_011860975.1;YP_001087343.1	cdf:CD630_08690;pdc:CDIF630_00989	272563.120.peg.893
Q18A58_CLOD6	none	WP_004454197.1;YP_001087342.1	cdf:CD630_08680;pdc:CDIF630_00988	272563.120.peg.892
Q18A59_CLOD6	none	WP_011860974.1;YP_001087341.1	cdf:CD630_08670;pdc:CDIF630_00987	272563.120.peg.891
Q18A60_CLOD6	none	WP_004454199.1;YP_001087340.1	cdf:CD630_08660;pdc:CDIF630_00986	272563.120.peg.890
RL14_CLOD6	none	WP_003421155.1;YP_001086547.1	cdf:CD630_00820;pdc:CDIF630_00149	272563.120.peg.89
Q18A61_CLOD6	none	WP_011860973.1;YP_001087339.1	cdf:CD630_08650;pdc:CDIF630_00985	272563.120.peg.889
Q18A54_CLOD6	none	WP_009895893.1;YP_001087337.1	cdf:CD630_08630;pdc:CDIF630_00983	272563.120.peg.887
Q18A56_CLOD6	none	WP_004453591.1;YP_001087335.1	cdf:CD630_08610;pdc:CDIF630_00981	272563.120.peg.885
Q18A57_CLOD6	none	WP_004453592.1;YP_001087334.1	cdf:CD630_08600;pdc:CDIF630_00980	272563.120.peg.884
